id,create_stamp,modify_stamp,version,aircraft_carrier_id,content,exact_date,place_name,track_identifier,year
512155917985742848,2020/11/14 06:44:46.243000000,2020/11/14 06:44:46.243000000,0,512155914600939520,,43928,印度钦奈,轨迹三,2012年
512155917985742849,2020/11/14 06:44:46.244000000,2020/11/14 06:44:46.244000000,0,512155914600939520,参加4月10日至16日日的“马拉巴尔-2012”演习,43931,孟加拉湾,轨迹三,2012年
512155917985742850,2020/11/14 06:44:46.244000000,2020/11/14 06:44:46.244000000,0,512155914600939520,,43945,珀斯,轨迹三,2012年
512155917985742851,2020/11/14 06:44:46.244000000,2020/11/14 06:44:46.244000000,0,512155914600939520,,43966,珍珠港,轨迹三,2012年
512155917985742852,2020/11/14 06:44:46.244000000,2020/11/14 06:44:46.244000000,0,512155914600939520,,43944,圣迭戈,轨迹三,2012年
512155917985742853,2020/11/14 06:44:46.244000000,2020/11/14 06:44:46.244000000,0,512155914600939520,,44011,圣迭戈海军基地,轨迹三,2012年
512155917989937152,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,大修,44044,圣迭戈海军基地,轨迹三,2012年
512155917989937153,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,进行为期三天的海上试验,44044,圣迭戈西南海域,轨迹三,2012年
512155917989937154,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,,43862,圣迭戈海军基地,,2013年
512155917989937155,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,,43846,圣迭戈西南海域,,2014年
512155917989937156,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,计划在中东进行部署,44065,圣迭戈西南海域,轨迹四,2014年
512155917989937157,2020/11/14 06:44:46.245000000,2020/11/14 06:44:46.245000000,0,512155914600939520,太平洋导弹靶场（Barck Sands Op）进行了打击训练和导弹演习。,44077,珍珠港海军基地西北,轨迹四,2014年
512155917994131456,2020/11/14 06:44:46.246000000,2020/11/14 06:44:46.246000000,0,512155914600939520,,44086,威克岛,轨迹四,2014年
512155917994131457,2020/11/14 06:44:46.246000000,2020/11/14 06:44:46.246000000,0,512155914600939520,9月16日至23日参加关岛和塞班岛沿岸的两年一次的野外训练演习,44090,关岛和塞班岛,轨迹四,2014年
512155917994131458,2020/11/14 06:44:46.246000000,2020/11/14 06:44:46.246000000,0,512155914600939520,,44101,苏里高海峡,轨迹四,2014年
512155917994131459,2020/11/14 06:44:46.246000000,2020/11/14 06:44:46.246000000,0,512155914600939520,进行为期五天的港口访问,44106,樟宜海军基地,轨迹四,2014年
512155917994131460,2020/11/14 06:44:46.246000000,2020/11/14 06:44:46.246000000,0,512155914600939520,进入阿拉伯海湾,44121,霍尔木兹海峡,轨迹四,2014年
512155917998325760,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,舰载机对伊拉克伊斯兰国和黎凡特（ISIL）武装分子在伊拉克和叙利亚发动了首批战斗飞行，以支持“固有决心”行动。,44123,阿拉伯海湾,轨迹四,2014年
512155917998325761,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,对迪拜进行了为期四天的自由访问。,44149,阿联酋杰贝阿里港,轨迹四,2014年
512155917998325762,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,对麦纳麦进行了为期5天的自由访问。,43857,巴林希德的哈利法·本·萨勒曼港,轨迹四,2015年
512155917998325763,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,对阿布扎比进行了为期5天的参观，参加第12届国际国防展览会。2015年是美国首次使用核动力航空母舰。,43882,阿联酋米纳扎耶德港,轨迹四,2015年
512155917998325764,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,进行为期四天的港口访问,43923,阿联酋杰贝阿里港,轨迹四,2015年
512155917998325765,2020/11/14 06:44:46.247000000,2020/11/14 06:44:46.247000000,0,512155914600939520,,43933,离开阿拉伯湾,轨迹四,2015年
512155918002520064,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,,43934,阿曼湾,轨迹四,2015年
512155918002520065,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,对珀斯进行了为期六天的自由访问,43947,澳大利亚弗里曼特尔,轨迹四,2015年
512155918002520066,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,,43957,龙目岛海峡,轨迹四,2015年
512155918002520067,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,美与马来西亚、越南一起演习,43961,南海演习,轨迹四,2015年
512155918002520068,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,菲律宾海,43964,西博托通道,轨迹四,2015年
512155918002520069,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,进行为期三天的港口访问,43978,珍珠港,轨迹四,2015年
512155918002520070,2020/11/14 06:44:46.248000000,2020/11/14 06:44:46.248000000,0,512155914600939520,,43986,圣迭戈海军基地,轨迹四,2015年
512155918006714368,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,弹药装填,43965,美国海军华盛顿州,轨迹四,2016年
512155918006714369,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,,43970,圣迭戈海军基地,轨迹四,2016年
512155918006714370,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,,44044,圣迭戈海军基地西南海域,轨迹四,2016年
512155918006714371,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,,44054,圣迭戈海军基地,轨迹四,2016年
512155918006714372,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,进行综合训练部队演习和联合特遣部队演习,44156,伯斯利马（Berth Lima）,轨迹四,2016年
512155918006714373,2020/11/14 06:44:46.249000000,2020/11/14 06:44:46.249000000,0,512155914600939520,计划部署太平洋,43835,圣迭戈海军基地,轨迹五,2017年
512155918010908672,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,夏威夷瓦胡岛（Oahu）海岸进行的海底作战演习（USWEX）17-1。,43844,珍珠港海军基地西北,轨迹五,2017年
512155918010908673,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,装填弹药,43858,关岛,轨迹五,2017年
512155918010908674,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,西行,43879,吕宋海峡,轨迹五,2017年
512155918010908675,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,,43894,南中国海,轨迹五,2017年
512155918010908676,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,东行,43896,吕宋海峡,轨迹五,2017年
512155918010908677,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,联合海军演习,43897,东海,轨迹五,2017年
512155918010908678,2020/11/14 06:44:46.250000000,2020/11/14 06:44:46.250000000,0,512155914600939520,,43901,朝鲜海峡,轨迹五,2017年
512155918015102976,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,对韩国进行为期五天的港口访问，以支持“关键决心”演习,43905,釜山海军基地,轨迹五,2017年
512155918015102977,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,进行每年一次的联合演习,43912,日本海,轨迹五,2017年
512155918015102978,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,联合海军演习,43916,东海,轨迹五,2017年
512155918015102979,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,,43920,巴士海峡,轨迹五,2017年
512155918015102980,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,对自由港进行了为期四天的访问,43925,樟宜海军基地,轨迹五,2017年
512155918015102981,2020/11/14 06:44:46.251000000,2020/11/14 06:44:46.251000000,0,512155914600939520,北行,43940,龙目岛海峡,轨迹五,2017年
512155918019297280,2020/11/14 06:44:46.252000000,2020/11/14 06:44:46.252000000,0,512155914600939520,联合进行海军演习,43944,菲律宾,轨迹五,2017年
512155918019297281,2020/11/14 06:44:46.252000000,2020/11/14 06:44:46.252000000,0,512155914600939520,至5月3日，与DDG 63、DDG 991、DDH 973一起参加联合海军演习,43950,朝鲜海峡,轨迹五,2017年
512155918019297282,2020/11/14 06:44:46.252000000,2020/11/14 06:44:46.252000000,0,512155914600939520,卡尔·文森和里根号航母一起参加了在日本海进行的演习“力量的表现”,43983,日本海,轨迹五,2017年
512155918019297283,2020/11/14 06:44:46.252000000,2020/11/14 06:44:46.252000000,0,512155914600939520,,43985,朝鲜海峡,轨迹五,2017年
512155918019297284,2020/11/14 06:44:46.252000000,2020/11/14 06:44:46.252000000,0,512155914600939520,,43996,珍珠港,轨迹五,2017年
512155918023491584,2020/11/14 06:44:46.253000000,2020/11/14 06:44:46.253000000,0,512155914600939520,,44005,圣迭戈海军基地,轨迹五,2017年
512155918023491585,2020/11/14 06:44:46.253000000,2020/11/14 06:44:46.253000000,0,512155914600939520,,43835,圣迭戈,轨迹五,2018年
512155918023491586,2020/11/14 06:44:46.253000000,2020/11/14 06:44:46.253000000,0,512155914600939520,参加演习演习（PASSEX）,43850,珍珠港海军基地西北,轨迹六,2018年
512155918023491587,2020/11/14 06:44:46.253000000,2020/11/14 06:44:46.253000000,0,512155914600939520,为期三天的港口访问,43861,关岛阿普拉港,轨迹六,2018年
512155918023491588,2020/11/14 06:44:46.253000000,2020/11/14 06:44:46.253000000,0,512155914600939520,向南,43868,苏里高海峡,轨迹六,2018年
512155918027685888,2020/11/14 06:44:46.254000000,2020/11/14 06:44:46.254000000,0,512155914600939520,西行,43869,巴拉巴拉海峡,轨迹六,2018年
512155918027685889,2020/11/14 06:44:46.254000000,2020/11/14 06:44:46.254000000,0,512155914600939520,进行了为期4天的港口访问。,43877,菲律宾马尼拉沿海5海里的地方,轨迹六,2018年
512155918027685890,2020/11/14 06:44:46.254000000,2020/11/14 06:44:46.254000000,0,512155914600939520,,43841,越南岘港天萨港（Tien Sa Port）西北2英里,轨迹六,2018年
512155918027685891,2020/11/14 06:44:46.254000000,2020/11/14 06:44:46.254000000,0,512155914600939520,,43901,进行了双边演习,轨迹六,2018年
512155918031880192,2020/11/14 06:44:46.255000000,2020/11/14 06:44:46.255000000,0,512155914600939520,,43904,吕宋海峡,轨迹六,2018年
512155918031880193,2020/11/14 06:44:46.255000000,2020/11/14 06:44:46.255000000,0,512155914600939520,,43918,珍珠港,轨迹六,2018年
512155918031880194,2020/11/14 06:44:46.255000000,2020/11/14 06:44:46.255000000,0,512155914600939520,,43926,圣迭戈,轨迹六,2018年
512155918031880195,2020/11/14 06:44:46.255000000,2020/11/14 06:44:46.255000000,0,512155914600939520,,43933,圣迭戈海军基地,轨迹六,2018年
512155918031880196,2020/11/14 06:44:46.255000000,2020/11/14 06:44:46.255000000,0,512155914600939520,,43968,圣迭戈,轨迹六,2018年
512155918036074496,2020/11/14 06:44:46.256000000,2020/11/14 06:44:46.256000000,0,512155914600939520,参加多国演习``环太平洋（RIMPAC）2018''。,44000,珍珠港海军基地西北,轨迹六,2018年
512155918036074497,2020/11/14 06:44:46.256000000,2020/11/14 06:44:46.256000000,0,512155914600939520,,44008,珍珠港,轨迹六,2018年
512155918036074498,2020/11/14 06:44:46.256000000,2020/11/14 06:44:46.256000000,0,512155914600939520,参加PHOTOEX,44038,考艾岛西北部,轨迹六,2018年
512155918036074499,2020/11/14 06:44:46.256000000,2020/11/14 06:44:46.256000000,0,512155914600939520,进行为期三天的港口停靠,44043,珍珠港,轨迹六,2018年
512155918040268800,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,,44051,圣迭戈,轨迹六,2018年
512155918040268801,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,,44135,珍珠港,轨迹六,2018年
512155918040268802,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,,44140,圣迭戈,轨迹六,2018年
512155918040268803,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,布雷默顿海军基地新,43850,圣迭戈,轨迹六,2019年
512155918040268804,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,升级改造，计划2020年7月完成,43869,布雷默顿,轨迹六,2019年
512155918040268805,2020/11/14 06:44:46.257000000,2020/11/14 06:44:46.257000000,0,512155914600939520,,4月6日,布雷默顿,轨迹六,2020年
512155918044463104,2020/11/14 06:44:46.258000000,2020/11/14 06:44:46.258000000,0,512155914600939520,,8月23日,布雷默顿,轨迹六,2020年
512155918044463105,2020/11/14 06:44:46.258000000,2020/11/14 06:44:46.258000000,0,512155914600939520,,9月2日,圣迭戈,轨迹六,2020年
512155918044463106,2020/11/14 06:44:46.258000000,2020/11/14 06:44:46.258000000,0,512155914600939520,正在进行载机翼2的飞行甲板认证和CQ认证。,9月11日至18日,圣迭戈,轨迹六,2020年
512155918044463107,2020/11/14 06:44:46.258000000,2020/11/14 06:44:46.258000000,0,512155915079090176,TR再次自由港访问迪拜后，最近离开了阿拉伯联合酋长国Jebel Ali。,43859,杰贝勒·阿里,轨迹一,2009年
512155918048657408,2020/11/14 06:44:46.259000000,2020/11/14 06:44:46.259000000,0,512155915079090176,分配给“金勇士” VFA-87的两名F / A-18大黄蜂飞行员在2月2日越过阿拉伯海的飞行操作中被意外碰到。喷气式飞机安全返回罗斯福。两名飞行员均未受伤，并且在评估事件时均已将其从飞行状态中移除。,43865,阿拉伯海,轨迹一,2009年
512155918048657409,2020/11/14 06:44:46.259000000,2020/11/14 06:44:46.259000000,0,512155915079090176,德怀特·D·艾森豪威尔（CVN 69）撤出了阿曼湾的西奥多·罗斯福号航空母舰，这是部队正常轮调的一部分，标志着罗斯福打击小组向美国第五舰队行动区（AoO）部署的结束。 。航空母舰（CVW）8的飞机向阿富汗运送了3105架次战斗机，并投下了超过61000磅的军械。,43911,阿曼湾,轨迹一,2009年
512155918048657410,2020/11/14 06:44:46.259000000,2020/11/14 06:44:46.259000000,0,512155915079090176,CMDR。小理查德·“奶酪”麦克格拉思松了一口气。理查德·米格斯·辛斯（Richard“ Miggs” Zins）作为罢工战斗机中队（VFA）87的指挥官，在阿曼湾举行的空中指挥权变更仪式上。,43894,阿曼湾,轨迹一,2009年
512155918048657411,2020/11/14 06:44:46.259000000,2020/11/14 06:44:46.259000000,0,512155915079090176,西奥多·罗斯福（USodore Roosevelt），尚普兰湖（CG 57）和USCGC Boutwell（WHEC 719）海军陆战队目前正在参加3月5日至14日在巴基斯坦沿海举行的国际海上演习Aman 2009。,43899,巴基斯坦沿海,轨迹一,2009年
512155918052851712,2020/11/14 06:44:46.260000000,2020/11/14 06:44:46.260000000,0,512155915079090176,西奥多·罗斯福号（USS Theodore Roosevelt）经过七个多月的部署，回到了母港。,43939,圣迭戈,轨迹一,2009年
512155918052851713,2020/11/14 06:44:46.260000000,2020/11/14 06:44:46.260000000,0,512155915079090176,当TR在英吉利海峡进行航行时，消防员Amber Latricia Winbourne因心脏骤停死亡。,43924,,轨迹一,2009年
512155918052851714,2020/11/14 06:44:46.260000000,2020/11/14 06:44:46.260000000,0,512155915079090176,在为美国总统巴拉克·奥巴马（Barack Obama）在20国集团（G20）峰会期间首次对英国进行正式访问提供空中掩护后，CVN 71在英国朴茨茅斯（Portsmouth）海岸停泊了四天的港口访问。,43925,英国朴茨茅斯,轨迹一,2009年
512155918052851715,2020/11/14 06:44:46.260000000,2020/11/14 06:44:46.260000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）抵达纽波特纽斯（Newport News）造船厂，进行为期36个月的加油和综合检修（RCOH）。,44072,纽波特纽斯,轨迹一,2009年
512155918052851716,2020/11/14 06:44:46.260000000,2020/11/14 06:44:46.260000000,0,512155915079090176,诺斯罗普·格鲁曼公司（Northrop Grumman Corporation）在TR上完成了重要的里程碑，安装了该船岛010高度。,44112,纽波特纽斯,,2010年
512155918057046016,2020/11/14 06:44:46.261000000,2020/11/14 06:44:46.261000000,0,512155915079090176,诺斯罗普·格鲁曼公司造船厂完成了另一个里程碑，安装了该船的推进轴系和螺旋桨。,44170,纽波特纽斯,,2010年
512155918057046017,2020/11/14 06:44:46.261000000,2020/11/14 06:44:46.261000000,0,512155915079090176,NGSB安装了船主桅杆的最后一个部分，从而在西奥多·罗斯福号上完成了重要的工作绩效里程碑。,43885,纽波特纽斯,,2011年
512155918057046018,2020/11/14 06:44:46.261000000,2020/11/14 06:44:46.261000000,0,512155915079090176,经过20个月的干船坞期后，CVN 71搬到了Huntington Ingalls Industries Newport News Shipbuilding的码头一侧。,43972,纽波特纽斯,,2011年
512155918057046019,2020/11/14 06:44:46.261000000,2020/11/14 06:44:46.261000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）离开家乡进行了为期11天的FRS / TRACOM CQ。,44126,,,2013年
512155918057046020,2020/11/14 06:44:46.261000000,2020/11/14 06:44:46.261000000,0,512155915079090176,CVN 71从诺福克海军基地出发，进行了为期11天的测试，使用分配给空中测试与评估中队（VX）的X-47B无人战斗机系统演示机（UCAS-D）和F / A-18C大黄蜂进行测试）23，在VACAPES Op。区。,44143,诺福克,,2013年
512155918061240320,2020/11/14 06:44:46.262000000,2020/11/14 06:44:46.262000000,0,512155915079090176,在延长了48个月的RCOH之后，西奥多·罗斯福（Theodore Roosevelt）离开纽波特纽斯（Newport News）造船厂进行试航。8月29日返回海军基地诺福克。,44068,纽波特纽斯,,2013年
512155918061240321,2020/11/14 06:44:46.262000000,2020/11/14 06:44:46.262000000,0,512155915079090176,在弗吉尼亚州海角和杰克逊维尔号进行了16天的航行之后，西奥多·罗斯福号海军12号码头停泊在诺福克海军基地。地区。,44147,诺福克,,2014年
512155918061240322,2020/11/14 06:44:46.262000000,2020/11/14 06:44:46.262000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）离开诺福克（Norfolk），进行了为期三周的培训，以进行FRS / TRACOM CQ和工程培训；在4月8日至11日进行为期两个月的持续维护可用性（CMAV）后，正在进行海上试验；4月28日至5月9日美国海军“梅德加·埃弗斯”号（T-AKE 13）正在进行舰队更换中队（FRS）CQ和弹药装载；5月19日至24日战斗系统舰船资格鉴定（CSSQT）正在进行中。,43845,诺福克,,2014年
512155918061240323,2020/11/14 06:44:46.262000000,2020/11/14 06:44:46.262000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）离开海军基地诺福克（Norfolk）开始进行为期11天的检查和勘察委员会（INSURV）筹备工作。和FRS / TRACOM CQ；将于6月24日至25日进行INSURV评估；7月10日正在进行FRS运营商资格认证（CQ）和团体航行；7月16日与美国海军“哈里·杜鲁门”号（CVN 75）进行了弹药装填；7月17日返回家中。,43984,诺福克,,2014年
512155918061240324,2020/11/14 06:44:46.262000000,2020/11/14 06:44:46.262000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）离开诺福克（Norfolk），进行了为期10天的行动，与X-47B无人战斗机系统演示机（UCAS-D）和F / A-18大黄蜂进行首次合作发射和恢复行动，并进行了TRACOM CQ。将于8月27日进行“朋友和家庭日”巡游；CVW-1将于9月18日进行量身定制的船舶培训可用性（TSTA）和最终评估问题（FEP）。,44059,诺福克,轨迹二,2014年
512155918065434624,2020/11/14 06:44:46.263000000,2020/11/14 06:44:46.263000000,0,512155915079090176,TR协助海军航空战中心（NAWC）38号船在佛罗里达州约90英里外的一艘消防船上救起了两名渔民后，于清晨进行了救援；10月10日返回诺福克。10月18日举行了“开放日”活动；10月27日FRS / TRACOM CQ正在进行中。,44103,佛罗里达州东,轨迹二,2014年
512155918065434625,2020/11/14 06:44:46.263000000,2020/11/14 06:44:46.263000000,0,512155915079090176,西奥多·罗斯福号航空母舰和诺曼底号航空母舰最近抵达印度东海岸，参加每年10月19日举行的马拉巴尔年度跨国演习。沃斯堡号（LCS 3）和科珀斯克里斯蒂市号（SSN 705）也参加。,44120,印度东海岸,轨迹二,2014年
512155918065434626,2020/11/14 06:44:46.263000000,2020/11/14 06:44:46.263000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）停泊在新加坡樟宜海军基地3/4泊位，进行为期四天的港口访问；10月31日从巴拉巴拉海峡向东行进；11月4日向西转行。,44128,樟宜海军基地3/4泊位,轨迹二,2014年
512155918065434627,2020/11/14 06:44:46.263000000,2020/11/14 06:44:46.263000000,0,512155915079090176,"西奥多·罗斯福（Theodore Roosevelt）进入阿联酋杰贝阿里（Jebel Ali），对迪拜进行为期四天的自由港访问。10月9日穿越霍尔木兹海峡向南行驶。在阿拉伯海湾驻扎期间，TR发射了1,812架战斗机并消耗了1,085枚精确制导弹药，以支持“固有决心”行动。",44108,杰贝阿里,轨迹二,2014年
512155918065434628,2020/11/14 06:44:46.263000000,2020/11/14 06:44:46.263000000,0,512155915079090176,CVN 71停泊在夏威夷珍珠港的H3 / H4码头，进行为期两天的港口访问，并携同朋友和家人进行老虎巡游。,44150,夏威夷珍珠港的H3 / H4码头,轨迹二,2014年
512155918069628928,2020/11/14 06:44:46.264000000,2020/11/14 06:44:46.264000000,0,512155915079090176,圣迭戈海军基地,44158,圣地亚哥北岛海军航空基地基洛码头,轨迹二,2014年
512155918069628929,2020/11/14 06:44:46.264000000,2020/11/14 06:44:46.264000000,0,512155915079090176,西奥多罗斯福号航空母舰，与USS诺曼底和拉森号驱逐舰（DDG 82）一起，过境中国南海，南的斯普拉特利群岛和大马的70海里的北部，为“炫耀武力。”运输的苏里高海峡于11月7日北行。,44140,中国南海,轨迹二,2014年
512155918069628930,2020/11/14 06:44:46.264000000,2020/11/14 06:44:46.264000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）从基洛码头（Kilo Pier）搬到了开利码头码头伯利马（Berth Lima）；1月15日返回基洛码头。,44177,开利码头,,2014年
512155918069628931,2020/11/14 06:44:46.264000000,2020/11/14 06:44:46.264000000,0,512155915079090176,"西奥多·罗斯福号（USS Theodore Roosevelt）的驾驶舱记录了F / A-18F超级大黄蜂的陷阱，这是第200,000次被逮捕的着陆，该陷阱被分配给打击战斗机中队（VFA）11的“红色开膛手”，由CO Capt驾驶。丹尼尔·格里科（Daniel Grieco）和DCAG上尉本杰明·皮萨（Hewlett）。",43845,,,2015年
512155918073823232,2020/11/14 06:44:46.265000000,2020/11/14 06:44:46.265000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）离开诺福克（Norfolk），进行了为期一个月的训练，以进行综合训练部队演习（COMPTUEX）和联合特遣部队演习（JTFEX）；从1月9日至10日与USNS Robert E. Peary（T-AKE 5）进行了弹药加载。,43838,诺福克,,2015年
512155918073823233,2020/11/14 06:44:46.265000000,2020/11/14 06:44:46.265000000,0,512155915079090176,西奥多·罗斯福（USS）罗斯福号离开14号码头，前往诺福克海军基地进行预定的中东部署，并将母港迁至加利福尼亚州的圣地亚哥，此前由于海水进水阀堵塞而延误了两天。这是E-2D Advanced Hawkeye飞机的首次部署。,43901,诺福克,轨迹二,2015年
512155918073823234,2020/11/14 06:44:46.265000000,2020/11/14 06:44:46.265000000,0,512155915079090176,西奥多·罗斯福号（USS Theodore Roosevelt）在戈斯波特斯托克斯湾（Stokes Bay）外的查理·安科拉奇（Charlie Ancorage）的中央索伦特停泊，对朴次茅斯进行了为期5天的港口访问；,43912,戈斯波特斯托克斯湾,轨迹二,2015年
512155918078017536,2020/11/14 06:44:46.266000000,2020/11/14 06:44:46.266000000,0,512155915079090176,穿越了直布罗陀海峡。,43911,直布罗陀海峡,轨迹二,2015年
512155918078017537,2020/11/14 06:44:46.266000000,2020/11/14 06:44:46.266000000,0,512155915079090176,本杰明·休利特上尉在空中指挥权变更仪式上解除了威廉·埃瓦尔德上尉的航空母舰联队（CVW）1的指挥权。TR 今天发起了首批战斗战斗，以支持针对伊拉克和叙利亚伊斯兰国（ISIS）武装分子的“固有决心”行动。,43937,,轨迹二,2015年
512155918078017538,2020/11/14 06:44:46.266000000,2020/11/14 06:44:46.266000000,0,512155915079090176,西奥多·罗斯福号航空母舰和诺曼底号（CG 60）穿越霍尔木兹海峡南行，以应对也门目前的动荡，增加亚丁湾和阿拉伯海的海军存在；4月24日过境北行。,43940,霍尔木兹海峡,轨迹二,2015年
512155918078017539,2020/11/14 06:44:46.266000000,2020/11/14 06:44:46.266000000,0,512155915079090176,罗斯福第12航母突击小组（CSG）经过苏伊士运河后进入红海；,43927,苏伊士运河,轨迹二,2015年
512155918082211840,2020/11/14 06:44:46.267000000,2020/11/14 06:44:46.267000000,0,512155915079090176,在阿曼湾与USS Carl Vinson（CVN 70）CSG进行了周转；,43934,阿曼湾,轨迹二,2015年
512155918082211841,2020/11/14 06:44:46.267000000,2020/11/14 06:44:46.267000000,0,512155915079090176,进入阿拉伯湾,43935,拉伯湾,轨迹二,2015年
512155918082211842,2020/11/14 06:44:46.267000000,2020/11/14 06:44:46.267000000,0,512155915079090176,西奥多·罗斯福号停泊在巴林希德的哈利法·本·萨勒曼港（KBSP）的第5泊位，对麦纳麦进行了为期四天的自由港访问。,43955,本·萨勒曼港,轨迹二,2015年
512155918082211843,2020/11/14 06:44:46.267000000,2020/11/14 06:44:46.267000000,0,512155915079090176,一艘水手在当地中部时间9.22 pm坠落，而该航空母舰在阿拉伯中部海湾进行航行，大约半小时后被分配给直升机反潜中队（HS）的SH-60F海鹰营救）11。,44000,阿拉伯海湾,轨迹二,2015年
512155918082211844,2020/11/14 06:44:46.267000000,2020/11/14 06:44:46.267000000,0,512155915079090176,西奥多·罗斯福号航空母舰与诺曼底号航空母舰（CG 60），法拉格特号航空母舰（DDG 99），保罗汉密尔顿号航空母舰（DDG 60），麦克斯福尔号航空母舰（DDG 74）和HMS邓肯号（D37）参加了摄影练习（PHOTOEX）。在完成了为期10天的FLEETEX之后，在中阿拉伯海湾进行中。,44004,阿拉伯海湾,轨迹二,2015年
512155918086406144,2020/11/14 06:44:46.268000000,2020/11/14 06:44:46.268000000,0,512155915079090176,西奥多·罗斯福号停泊在阿拉伯联合酋长国杰贝阿里港新建的3号集装箱码头，对迪拜进行了为期四天的自由访问。,43989,杰贝阿里港,轨迹二,2015年
512155918086406145,2020/11/14 06:44:46.268000000,2020/11/14 06:44:46.268000000,0,512155915079090176,CVN 71停泊在哈利法·本·萨勒曼港（KBSP）的6号泊位，对巴林麦纳麦进行了为期四天的自由访问。,44031,本·萨勒曼港,轨迹二,2015年
512155918086406146,2020/11/14 06:44:46.268000000,2020/11/14 06:44:46.268000000,0,512155915079090176,西奥多·罗斯福号航空母舰停泊在哈利法·本·萨勒曼港口的6号泊位，对巴林王国进行了为期六天的港口访问。,44074,本·萨勒曼港,轨迹二,2015年
512155918086406147,2020/11/14 06:44:46.268000000,2020/11/14 06:44:46.268000000,0,512155915079090176,“ Big Stick”号凭借CVW-17离开圣地亚哥，获得航母资格（CQ）；2月25日至26日，与USNS Amelia Earhart（T-AKE 6）进行了弹药卸载；从3月3-5日开始进行FRS-CQ; 在3月7日停靠了科罗纳多，短暂停下来进行锚定训练；3月8日返回家中；5月2日移至朱丽叶码头。,43881,圣迭戈,轨迹二,2016年
512155918090600448,2020/11/14 06:44:46.269000000,2020/11/14 06:44:46.269000000,0,512155915079090176,西奥多·罗斯福（Theodore Roosevelt）在Wake岛以南1英里处过境，参加了美国海军遗产活动。,44130,威克岛,轨迹三,2017年
